codigo_departamento,nombre_departamento,codigo_municipio,nombre_municipio,codigo_centro_poblado,nombre_centro_poblado,tipo
91,AMAZONAS,91001,LETICIA,91001000,LETICIA,CM
91,AMAZONAS,91001,LETICIA,91001001,COMUNIDAD INDÍGENA SANTA SOFÍA,CP
91,AMAZONAS,91001,LETICIA,91001002,COMUNIDAD INDÍGENA NAZARETH,CP
91,AMAZONAS,91001,LETICIA,91001005,COMUNIDAD INDÍGENA TIKUNA DE ARARA,CP
91,AMAZONAS,91001,LETICIA,91001007,COMUNIDAD INDÍGENA SAN MARTÍN DE AMACAYACÚ,CP
91,AMAZONAS,91001,LETICIA,91001009,COMUNIDAD INDÍGENA ZARAGOZA,CP
91,AMAZONAS,91001,LETICIA,91001011,COMUNIDAD INDÍGENA EL PROGRESO,CP
91,AMAZONAS,91001,LETICIA,91001012,COMUNIDAD INDÍGENA EL VERGEL,CP
91,AMAZONAS,91001,LETICIA,91001013,COMUNIDAD INDÍGENA PATIO DE CIENCIA DULCE KM 11,CP
91,AMAZONAS,91001,LETICIA,91001015,COMUNIDAD INDÍGENA LA LIBERTAD,CP
91,AMAZONAS,91001,LETICIA,91001016,COMUNIDAD INDÍGENA LA MILAGROSA,CP
91,AMAZONAS,91001,LETICIA,91001017,COMUNIDAD INDÍGENA SECTOR LA PLAYA,CP
91,AMAZONAS,91001,LETICIA,91001018,COMUNIDAD INDÍGENA MALOKA YAGUAS,CP
91,AMAZONAS,91001,LETICIA,91001019,COMUNIDAD INDÍGENA LOMA LINDA,CP
91,AMAZONAS,91001,LETICIA,91001020,COMUNIDAD INDÍGENA MACEDONIA,CP
91,AMAZONAS,91001,LETICIA,91001021,COMUNIDAD INDÍGENA MOCAGUA,CP
91,AMAZONAS,91001,LETICIA,91001022,COMUNIDAD INDÍGENA JUSSY MONILLA AMENA,CP
91,AMAZONAS,91001,LETICIA,91001023,ASENTAMIENTO HUMANO TAKANA KM 11,CP
91,AMAZONAS,91001,LETICIA,91001024,COMUNIDAD INDÍGENA NUEVO JARDIN,CP
91,AMAZONAS,91001,LETICIA,91001025,COMUNIDAD INDÍGENA PALMERAS,CP
91,AMAZONAS,91001,LETICIA,91001026,COMUNIDAD INDÍGENA PUERTO TRIUNFO,CP
91,AMAZONAS,91001,LETICIA,91001027,COMUNIDAD INDÍGENA ISLA DE RONDA,CP
91,AMAZONAS,91001,LETICIA,91001028,COMUNIDAD INDÍGENA SAN ANTONIO DE LOS LAGOS,CP
91,AMAZONAS,91001,LETICIA,91001029,COMUNIDAD INDÍGENA ZIERA AMENA,CP
91,AMAZONAS,91001,LETICIA,91001030,BARRIO SAN MIGUEL,CP
91,AMAZONAS,91001,LETICIA,91001031,COMUNIDAD INDÍGENA CANAAN,CP
91,AMAZONAS,91001,LETICIA,91001032,COMUNIDAD INDÍGENA PICHUNA KM 18,CP
91,AMAZONAS,91001,LETICIA,91001033,COMUNIDAD INDÍGENA SAN JOSÉ DEL RÍO,CP
91,AMAZONAS,91001,LETICIA,91001034,COMUNIDAD INDÍGENA SAN JUAN DE LOS PARENTES,CP
91,AMAZONAS,91001,LETICIA,91001035,COMUNIDAD INDÍGENA SAN PEDRO DE LOS LAGOS,CP
91,AMAZONAS,91263,EL ENCANTO,91263000,EL ENCANTO,CP
91,AMAZONAS,91405,LA CHORRERA,91405000,LA CHORRERA,CP
91,AMAZONAS,91407,LA PEDRERA,91407000,LA PEDRERA,CP
91,AMAZONAS,91430,LA VICTORIA,91430000,LA VICTORIA,CM
91,AMAZONAS,91430,LA VICTORIA,91430000,PACOA,CP
91,AMAZONAS,91460,MIRITÍ - PARANÁ,91460000,MIRITÍ,CP
91,AMAZONAS,91530,PUERTO ALEGRÍA,91530000,PUERTO ALEGRÍA,CP
91,AMAZONAS,91536,PUERTO ARICA,91536000,PUERTO ARICA,CP
91,AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO,CM
91,AMAZONAS,91540,PUERTO NARIÑO,91540001,SAN JUAN DE ATACUARÍ,CP
91,AMAZONAS,91540,PUERTO NARIÑO,91540002,BOYAHUAZÚ,CP
91,AMAZONAS,91540,PUERTO NARIÑO,91540003,DOCE DE OCTUBRE,CP
91,AMAZONAS,91540,PUERTO NARIÑO,91540004,NARANJALES,CP
91,AMAZONAS,91540,PUERTO NARIÑO,91540005,PUERTO ESPERANZA,CP
91,AMAZONAS,91540,PUERTO NARIÑO,91540006,PUERTO RICO,CP
91,AMAZONAS,91540,PUERTO NARIÑO,91540007,SAN FRANCISCO,CP
91,AMAZONAS,91540,PUERTO NARIÑO,91540008,SAN JUAN DEL SOCO,CP
91,AMAZONAS,91540,PUERTO NARIÑO,91540009,SIETE DE AGOSTO,CP
91,AMAZONAS,91540,PUERTO NARIÑO,91540010,SAN PEDRO DE TIPISCA,CP
91,AMAZONAS,91540,PUERTO NARIÑO,91540011,VEINTE DE JULIO,CP
91,AMAZONAS,91540,PUERTO NARIÑO,91540012,NUEVO PARAISO,CP
91,AMAZONAS,91540,PUERTO NARIÑO,91540013,PATRULLEROS,CP
91,AMAZONAS,91540,PUERTO NARIÑO,91540014,SAN JOSE DE VILLA ANDREA,CP
91,AMAZONAS,91540,PUERTO NARIÑO,91540015,SANTA TERESITA,CP
91,AMAZONAS,91540,PUERTO NARIÑO,91540017,VALENCIA,CP
91,AMAZONAS,91669,PUERTO SANTANDER,91669000,PUERTO SANTANDER,CP
91,AMAZONAS,91798,TARAPACÁ,91798000,TARAPACÁ,CP
