codigo_departamento,nombre_departamento,codigo_municipio,nombre_municipio,codigo_centro_poblado,nombre_centro_poblado,tipo
19,CAUCA,19001,POPAYÁN,19001000,POPAYÁN,CM
19,CAUCA,19001,POPAYÁN,19001001,CAJETE,CP
19,CAUCA,19001,POPAYÁN,19001002,CALIBÍO,CP
19,CAUCA,19001,POPAYÁN,19001007,JULUMITO,CP
19,CAUCA,19001,POPAYÁN,19001008,LA REJOYA,CP
19,CAUCA,19001,POPAYÁN,19001013,PUEBLILLO,CP
19,CAUCA,19001,POPAYÁN,19001014,PUELENJE,CP
19,CAUCA,19001,POPAYÁN,19001019,SANTA ROSA - POPAYÁN,CP
19,CAUCA,19001,POPAYÁN,19001025,POBLAZÓN,CP
19,CAUCA,19001,POPAYÁN,19001026,SAMUEL SILVERIO,CP
19,CAUCA,19001,POPAYÁN,19001027,CRUCERO DE PUELENJE,CP
19,CAUCA,19001,POPAYÁN,19001028,EL SALVADOR,CP
19,CAUCA,19001,POPAYÁN,19001029,EL TÚNEL,CP
19,CAUCA,19001,POPAYÁN,19001030,JULUMITO ALTO,CP
19,CAUCA,19001,POPAYÁN,19001031,LA CABUYERA,CP
19,CAUCA,19001,POPAYÁN,19001032,LA PLAYA,CP
19,CAUCA,19001,POPAYÁN,19001033,LAME,CP
19,CAUCA,19001,POPAYÁN,19001034,RÍO BLANCO,CP
19,CAUCA,19001,POPAYÁN,19001035,VEREDA DE TORRES,CP
19,CAUCA,19001,POPAYÁN,19001037,LA ESPERANZA (JARDINES DE PAZ),CP
19,CAUCA,19001,POPAYÁN,19001038,LA FORTALEZA,CP
19,CAUCA,19001,POPAYÁN,19001039,PARCELACIÓN ATARDECERES DE LA PRADERA,CP
19,CAUCA,19001,POPAYÁN,19001040,LOS LLANOS,CP
19,CAUCA,19001,POPAYÁN,19001041,LAS PALMAS,CP
19,CAUCA,19022,ALMAGUER,19022000,ALMAGUER,CM
19,CAUCA,19022,ALMAGUER,19022001,CAQUIONA,CP
19,CAUCA,19022,ALMAGUER,19022003,TABLÓN,CP
19,CAUCA,19022,ALMAGUER,19022004,LLACUANAS,CP
19,CAUCA,19022,ALMAGUER,19022013,SAN JORGE HERRADURA,CP
19,CAUCA,19022,ALMAGUER,19022014,LA HONDA,CP
19,CAUCA,19050,ARGELIA,19050000,ARGELIA,CM
19,CAUCA,19050,ARGELIA,19050001,EL MANGO,CP
19,CAUCA,19050,ARGELIA,19050002,LA BELLEZA,CP
19,CAUCA,19050,ARGELIA,19050005,EL DIVISO,CP
19,CAUCA,19050,ARGELIA,19050006,EL PLATEADO,CP
19,CAUCA,19050,ARGELIA,19050007,SINAÍ,CP
19,CAUCA,19050,ARGELIA,19050016,PUERTO RICO,CP
19,CAUCA,19050,ARGELIA,19050017,SAN JUAN GUADUA,CP
19,CAUCA,19075,BALBOA,19075000,BALBOA,CM
19,CAUCA,19075,BALBOA,19075001,LA PLANADA,CP
19,CAUCA,19075,BALBOA,19075002,OLAYA,CP
19,CAUCA,19075,BALBOA,19075003,SAN ALFONSO,CP
19,CAUCA,19075,BALBOA,19075005,LA BERMEJA,CP
19,CAUCA,19075,BALBOA,19075006,PURETO,CP
19,CAUCA,19075,BALBOA,19075008,LA LOMITA,CP
19,CAUCA,19075,BALBOA,19075009,EL VIJAL,CP
19,CAUCA,19075,BALBOA,19075011,PARAÍSO,CP
19,CAUCA,19100,BOLÍVAR,19100000,BOLÍVAR,CM
19,CAUCA,19100,BOLÍVAR,19100001,CAPELLANÍAS,CP
19,CAUCA,19100,BOLÍVAR,19100005,EL CARMEN,CP
19,CAUCA,19100,BOLÍVAR,19100006,EL RODEO,CP
19,CAUCA,19100,BOLÍVAR,19100007,GUACHICONO,CP
19,CAUCA,19100,BOLÍVAR,19100013,LERMA,CP
19,CAUCA,19100,BOLÍVAR,19100015,LOS MILAGROS,CP
19,CAUCA,19100,BOLÍVAR,19100018,MELCHOR,CP
19,CAUCA,19100,BOLÍVAR,19100020,SAN JUAN,CP
19,CAUCA,19100,BOLÍVAR,19100021,SAN LORENZO,CP
19,CAUCA,19100,BOLÍVAR,19100041,LA CARBONERA,CP
